trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled                                                                                                                                                                                                                                         
1801022026-08-23,9:31:00,9:32:00,11006,11,,0,0,                                                                                                                                                                                                                                                                                                               
1801022026-08-23,9:44:00,9:45:00,11004,12,,0,0,                                                                                                                                                                                                                                                                                                               
1801022026-08-23,10:42:00,10:42:00,14100,13,,1,0,                                                                                                                                                                                                                                                                                                             
1801032026-08-23,9:40:00,9:40:00,14100,01,,0,1,                                                                                                                                                                                                                                                                                                               
1801032026-08-23,10:11:00,10:12:00,11000,02,,0,0,                                                                                                                                                                                                                                                                                                             
1801032026-08-23,10:37:00,10:38:00,10600,03,,0,0,                                                                                                                                                                                                                                                                                                             
1801032026-08-23,11:04:00,11:05:00,10500,04,,0,0,                                                                                                                                                                                                                                                                                                             
1801032026-08-23,11:23:00,11:24:00,10409,05,,0,0,                                                                                                                                                                                                                                                                                                             
1801032026-08-23,11:53:00,11:55:00,10400,06,,0,0,                                                                                                                                                                                                                                                                                                             
1801032026-08-23,12:43:00,12:44:00,10203,07,,1,0,                                                                                                                                                                                                                                                                                                             
1801032026-08-23,12:51:00,12:52:00,10200,08,,1,0,                                                                                                                                                                                                                                                                                                             
1801032026-08-23,13:25:00,13:25:00,10000,09,,1,0,                                                                                                                                                                                                                                                                                                             
1801112026-08-23,9:36:00,9:36:00,10000,01,,0,1,                                                                                                                                                                                                                                                                                                               
1801112026-08-23,10:12:00,10:13:00,10200,02,,0,1,                                                                                                                                                                                                                                                                                                             
1801112026-08-23,10:21:00,10:22:00,10203,03,,0,1,                                                                                                                                                                                                                                                                                                             
1801112026-08-23,10:26:00,10:27:00,10204,04,,0,0,                                                                                                                                                                                                                                                                                                             
1801112026-08-23,10:32:00,10:33:00,10205,05,,0,0,                                                                                                                                                                                                                                                                                                             
1801112026-08-23,10:38:00,10:39:00,10206,06,,0,0,                                                                                                                                                                                                                                                                                                             
1801112026-08-23,10:48:00,10:49:00,10207,07,,0,0,                                                                                                                                                                                                                                                                                                             
1801112026-08-23,10:53:00,10:54:00,10208,08,,0,0,                                                                                                                                                                                                                                                                                                             
1801112026-08-23,11:01:00,11:02:00,10300,09,,0,0,                                                                                                                                                                                                                                                                                                             
1801112026-08-23,11:18:00,11:19:00,10400,10,,0,0,                                                                                                                                                                                                                                                                                                             
1801112026-08-23,11:48:00,11:49:00,10409,11,,0,0,                                                                                                                                                                                                                                                                                                             
1801112026-08-23,12:06:00,12:07:00,10500,12,,0,0,                                                                                                                                                                                                                                                                                                             
1801112026-08-23,12:35:00,12:35:00,10600,13,,1,0,                                                                                                                                                                                                                                                                                                             
1801212026-08-23,10:09:00,10:09:00,11600,01,,0,1,                                                                                                                                                                                                                                                                                                             
1801212026-08-23,10:29:00,10:29:00,11516,02,,0,1,                                                                                                                                                                                                                                                                                                             
1801212026-08-23,10:39:00,10:39:00,11515,03,,0,1,                                                                                                                                                                                                                                                                                                             
1801212026-08-23,10:59:00,10:59:00,11511,04,,0,1,                                                                                                                                                                                                                                                                                                             
1801212026-08-23,11:13:00,11:14:00,11507,05,,1,1,                                                                                                                                                                                                                                                                                                             
1801212026-08-23,11:19:00,11:23:00,11504,06,,0,0,                                                                                                                                                                                                                                                                                                             
1801212026-08-23,11:27:00,11:28:00,11503,07,,0,0,                                                                                                                                                                                                                                                                                                             
1801212026-08-23,11:35:00,11:36:00,11500,08,,0,0,                                                                                                                                                                                                                                                                                                             
1801212026-08-23,11:52:00,11:53:00,11405,09,,0,0,                                                                                                                                                                                                                                                                                                             
1801212026-08-23,11:55:00,11:56:00,11404,10,,0,0,                                                                                                                                                                                                                                                                                                             
1801212026-08-23,12:10:00,12:11:00,11400,11,,0,0,                                                                                                                                                                                                                                                                                                             
1801212026-08-23,12:15:00,12:16:00,11306,12,,0,0,                                                                                                                                                                                                                                                                                                             
1801212026-08-23,12:36:00,12:37:00,11300,13,,0,0,                                                                                                                                                                                                                                                                                                             
1801212026-08-23,12:45:00,12:46:00,11213,14,,0,0,                                                                                                                                                                                                                                                                                                             
1801212026-08-23,12:50:00,12:51:00,11212,15,,0,0,                                                                                                                                                                                                                                                                                                             
1801212026-08-23,12:57:00,12:58:00,11210,16,,0,0,                                                                                                                                                                                                                                                                                                             
1801212026-08-23,13:05:00,13:07:00,11208,17,,0,0,                                                                                                                                                                                                                                                                                                             
1801212026-08-23,13:26:00,13:27:00,11200,18,,0,0,                                                                                                                                                                                                                                                                                                             
1801212026-08-23,13:55:00,13:56:00,11109,19,,0,0,                                                                                                                                                                                                                                                                                                             
1801212026-08-23,14:24:00,14:25:00,11014,20,,0,0,                                                                                                                                                                                                                                                                                                             
1801212026-08-23,15:19:00,15:37:00,11000,21,,0,0,                                                                                                                                                                                                                                                                                                             
1801212026-08-23,16:01:00,16:02:00,10600,22,,0,0,                                                                                                                                                                                                                                                                                                             
1801212026-08-23,16:27:00,16:28:00,10500,23,,0,0,                                                                                                                                                                                                                                                                                                             
1801212026-08-23,16:46:00,16:47:00,10409,24,,0,0,                                                                                                                                                                                                                                                                                                             
1801212026-08-23,17:16:00,17:18:00,10400,25,,0,0,                                                                                                                                                                                                                                                                                                             
1801212026-08-23,18:09:00,18:10:00,10203,26,,1,0,                                                                                                                                                                                                                                                                                                             
1801212026-08-23,18:19:00,18:20:00,10200,27,,1,0,                                                                                                                                                                                                                                                                                                             
1801212026-08-23,18:55:00,18:55:00,10000,28,,1,0,                                                                                                                                                                                                                                                                                                             
1801212026-08-29,10:22:00,10:22:00,11600,01,,0,1,                                                                                                                                                                                                                                                                                                             
1801212026-08-29,10:33:00,10:33:00,11516,02,,1,1,                                                                                                                                                                                                                                                                                                             
1801212026-08-29,10:41:00,10:41:00,11515,03,,1,1,                                                                                                                                                                                                                                                                                                             
1801212026-08-29,10:57:00,10:57:00,11511,04,,0,1,                                                                                                                                                                                                                                                                                                             
1801212026-08-29,11:15:00,11:15:00,11507,05,,1,1,                                                                                                                                                                                                                                                                                                             
1801212026-08-29,11:20:00,11:20:00,11504,06,,1,1,                                                                                                                                                                                                                                                                                                             
1801212026-08-29,11:25:00,11:25:00,11503,07,,1,1,                                                                                                                                                                                                                                                                                                             
1801212026-08-29,11:32:00,11:32:00,11500,08,,0,0,                                                                                                                                                                                                                                                                                                             
1801212026-08-29,11:52:00,11:53:00,11405,09,,1,1,                                                                                                                                                                                                                                                                                                             
1801212026-08-29,11:57:00,11:57:00,11404,10,,0,0,                                                                                                                                                                                                                                                                                                             
1801212026-08-29,12:10:00,12:11:00,11400,11,,1,1,                                                                                                                                                                                                                                                                                                             
1801212026-08-29,12:15:00,12:16:00,11306,12,,1,1,                                                                                                                                                                                                                                                                                                             
1801212026-08-29,12:23:00,12:23:00,11300,13,,0,0,                                                                                                                                                                                                                                                                                                             
1801212026-08-29,12:45:00,12:45:00,11213,14,,0,0,                                                                                                                                                                                                                                                                                                             
1801212026-08-29,12:50:00,12:51:00,11212,15,,0,0,                                                                                                                                                                                                                                                                                                             
1801212026-08-29,12:57:00,12:58:00,11210,16,,0,0,                                                                                                                                                                                                                                                                                                             
1801212026-08-29,13:05:00,13:07:00,11208,17,,0,0,                                                                                                                                                                                                                                                                                                             
1801212026-08-29,13:26:00,13:27:00,11200,18,,0,0,                                                                                                                                                                                                                                                                                                             
1801212026-08-29,13:55:00,13:56:00,11109,19,,0,0,                                                                                                                                                                                                                                                                                                             
1801212026-08-29,14:24:00,14:25:00,11014,20,,0,0,                                                                                                                                                                                                                                                                                                             
1801212026-08-29,15:19:00,15:37:00,11000,21,,0,0,                                                                                                                                                                                                                                                                                                             
1801212026-08-29,16:01:00,16:02:00,10600,22,,0,0,                                                                                                                                                                                                                                                                                                             
1801212026-08-29,16:27:00,16:28:00,10500,23,,0,0,                                                                                                                                                                                                                                                                                                             
1801212026-08-29,16:46:00,16:47:00,10409,24,,0,0,                                                                                                                                                                                                                                                                                                             
1801212026-08-29,17:16:00,17:18:00,10400,25,,0,0,                                                                                                                                                                                                                                                                                                             
1801212026-08-29,18:09:00,18:10:00,10203,26,,1,0,                                                                                                                                                                                                                                                                                                             
1801212026-08-29,18:19:00,18:20:00,10200,27,,1,0,                                                                                                                                                                                                                                                                                                             
1801212026-08-29,18:55:00,18:55:00,10000,28,,1,0,                                                                                                                                                                                                                                                                                                             
1801212026-09-03,10:09:00,10:09:00,11600,01,,0,1,                                                                                                                                                                                                                                                                                                             
1801212026-09-03,10:29:00,10:29:00,11516,02,,0,1,                                                                                                                                                                                                                                                                                                             
1801212026-09-03,10:39:00,10:39:00,11515,03,,0,1,                                                                                                                                                                                                                                                                                                             
1801212026-09-03,10:59:00,10:59:00,11511,04,,0,1,                                                                                                                                                                                                                                                                                                             
1801212026-09-03,11:13:00,11:14:00,11507,05,,1,1,                                                                                                                                                                                                                                                                                                             
1801212026-09-03,11:19:00,11:23:00,11504,06,,0,0,                                                                                                                                                                                                                                                                                                             
1801212026-09-03,11:27:00,11:28:00,11503,07,,0,0,                                                                                                                                                                                                                                                                                                             
1801212026-09-03,11:35:00,11:36:00,11500,08,,0,0,                                                                                                                                                                                                                                                                                                             
1801212026-09-03,11:52:00,11:53:00,11405,09,,0,0,                                                                                                                                                                                                                                                                                                             
1801212026-09-03,11:55:00,11:56:00,11404,10,,0,0,                                                                                                                                                                                                                                                                                                             
1801212026-09-03,12:10:00,12:11:00,11400,11,,0,0,                                                                                                                                                                                                                                                                                                             
1801212026-09-03,12:15:00,12:16:00,11306,12,,0,0,                                                                                                                                                                                                                                                                                                             
1801212026-09-03,12:36:00,12:37:00,11300,13,,0,0,                                                                                                                                                                                                                                                                                                             
1801212026-09-03,12:45:00,12:46:00,11213,14,,0,0,                                                                                                                                                                                                                                                                                                             
1801212026-09-03,12:50:00,12:51:00,11212,15,,0,0,                                                                                                                                                                                                                                                                                                             
1801212026-09-03,12:57:00,12:58:00,11210,16,,0,0,                                                                                                                                                                                                                                                                                                             
1801212026-09-03,13:05:00,13:07:00,11208,17,,0,0,                                                                                                                                                                                                                                                                                                             
1801212026-09-03,13:26:00,13:27:00,11200,18,,0,0,                                                                                                                                                                                                                                                                                                             
1801212026-09-03,13:55:00,13:56:00,11109,19,,0,0,                                                                                                                                                                                                                                                                                                             
1801212026-09-03,14:24:00,14:25:00,11014,20,,0,0,                                                                                                                                                                                                                                                                                                             
1801212026-09-03,15:19:00,15:37:00,11000,21,,0,0,                                                                                                                                                                                                                                                                                                             
1801212026-09-03,16:01:00,16:02:00,10600,22,,0,0,                                                                                                                                                                                                                                                                                                             
1801212026-09-03,16:27:00,16:28:00,10500,23,,0,0,                                                                                                                                                                                                                                                                                                             
1801212026-09-03,16:46:00,16:47:00,10409,24,,0,0,                                                                                                                                                                                                                                                                                                             
1801212026-09-03,17:16:00,17:18:00,10400,25,,0,0,                                                                                                                                                                                                                                                                                                             
1801212026-09-03,18:09:00,18:10:00,10203,26,,1,0,                                                                                                                                                                                                                                                                                                             
1801212026-09-03,18:19:00,18:20:00,10200,27,,1,0,                                                                                                                                                                                                                                                                                                             
1801212026-09-03,18:55:00,18:55:00,10000,28,,1,0,                                                                                                                                                                                                                                                                                                             
1801222026-08-23,10:08:00,10:08:00,11600,01,,0,1,                                                                                                                                                                                                                                                                                                             
1801222026-08-23,10:28:00,10:28:00,11516,02,,0,1,                                                                                                                                                                                                                                                                                                             
1801222026-08-23,10:38:00,10:38:00,11515,03,,0,1,                                                                                                                                                                                                                                                                                                             
1801222026-08-23,10:58:00,10:58:00,11511,04,,0,1,                                                                                                                                                                                                                                                                                                             
1801222026-08-23,11:12:00,11:13:00,11507,05,,1,1,                                                                                                                                                                                                                                                                                                             
1801222026-08-23,11:18:00,11:22:00,11504,06,,0,0,                                                                                                                                                                                                                                                                                                             
1801222026-08-23,11:26:00,11:27:00,11503,07,,0,0,                                                                                                                                                                                                                                                                                                             
1801222026-08-23,11:34:00,11:35:00,11500,08,,0,0,                                                                                                                                                                                                                                                                                                             
1801222026-08-23,11:51:00,11:52:00,11405,09,,0,0,                                                                                                                                                                                                                                                                                                             
1801222026-08-23,11:54:00,11:55:00,11404,10,,0,0,                                                                                                                                                                                                                                                                                                             
1801222026-08-23,12:09:00,12:10:00,11400,11,,0,0,                                                                                                                                                                                                                                                                                                             
1801222026-08-23,12:14:00,12:15:00,11306,12,,0,0,                                                                                                                                                                                                                                                                                                             
1801222026-08-23,12:35:00,12:36:00,11300,13,,0,0,                                                                                                                                                                                                                                                                                                             
1801222026-08-23,12:44:00,12:45:00,11213,14,,0,0,                                                                                                                                                                                                                                                                                                             
1801222026-08-23,12:49:00,12:50:00,11212,15,,0,0,                                                                                                                                                                                                                                                                                                             
1801222026-08-23,12:56:00,12:57:00,11210,16,,0,0,                                                                                                                                                                                                                                                                                                             
1801222026-08-23,13:04:00,13:06:00,11208,17,,0,0,                                                                                                                                                                                                                                                                                                             
1801222026-08-23,13:25:00,13:26:00,11200,18,,0,0,                                                                                                                                                                                                                                                                                                             
1801222026-08-23,13:54:00,13:55:00,11109,19,,0,0,                                                                                                                                                                                                                                                                                                             
1801222026-08-23,14:22:00,14:23:00,11014,20,,0,0,                                                                                                                                                                                                                                                                                                             
